ID,Title,AddressLine1,Town,StateOrProvince,Postcode,CountryID,Latitude,Longitude,DistanceUnit,RelatedURL,AccessComments,ContactTelephone1,ContactEmail,AddressLine2,ContactTelephone2
162324,Gasolwin Náquera,"Calle Boreas, 1,",Náquera,Valencia,46119,210,39.60029122875642,-0.39856046470572437,0,,,,,,
162321,AN Energéticos,"Pol industrial La Nava, Calle E",Olite,Navarra,31390,210,42.49408195843802,-1.6653101030033213,0,,,,,,
162314,"E.S. Petronor, Alfarras",Avinguda de Lleida 75,Alfarras,Lleida,25120,210,41.8242123913123,0.5690996120754335,0,,,,,,
162296,EDRR Sant Carles de la Rapita,Avinguda dels Alfacs,Sant Carles de la Ràpita,Catalonia,43540,210,40.6174429040197,0.5940283996756079,0,,,,,,
162285,Port de les cases d'alcanar,Passeig Marítim,Alcanar,Tarragona,43530,210,40.55244438791223,0.5307716803474705,0,,,,,,
162284,ES Aralar,Berrioplano,Berrioplano,Navarra,31195,210,42.84331351721383,-1.681413076806166,0,,,,,,
162160,Camprodon,Plaça de la Vila,Camprodon,Girona,17867,210,42.311560663061755,2.3649062292698773,0,https://www.camprodon.cat/,"Important, although there are two sockets available, only one must be used at the same time, or else the station shuts off and manual power up by local officials will be required. RFID required, plug and charge. Cables needed",+34972 740 005,,,
162062,75 avila aranjuez,75 avila aranjuez,Aranjuez,Community of Madrid,28300,210,40.05761657678876,-3.5920458671714655,0,,,,,,
162061,Calle de Ávila,Calle de Ávila,Community of Madrid,Community of Madrid,28300,210,40.057608555928184,-3.5920283748167776,0,,,,,La Montaña,
162060,Urteaga kalea,ES Avia,,País Vasco,20570,210,43.10806874162219,-2.4063523522960395,0,,Punto de carga trío de EDP en ES Avia de Bergara,,,Aranerreka,
162028,Porsche DC City Charging,"Paseo de la Castellana, 100",Madrid,Madrid,28046,210,40.44275588480008,-3.6913544030869616,0,,,,,"Parking Saba, P-1, Pl. 95 & 94",
161963,aldi cunit,Avinguda de Barcelona,Cunit,Catalonia,43881,210,41.19601872792592,1.6212023543491796,0,,,,,,
161885,San Fulgencio,Mar Tirreno 5,San Fulgencio,Alicante,,210,38.117513337076275,-0.6570978206913196,0,,,,,,
161502,Carretera de Hospitalet-Mora,Carretera de Hospitalet-Mora,Vandellòs i l'Hospitalet de l'Infant,Catalonia,43892,210,41.00887274884019,0.9132926649962201,0,,app electronaps o llavero,,,,
161448,PDRR granja soldevila,passatge de Mas Granollacs,Barcelona,Barcelona,08130,210,41.5271180292782,2.1852109100439066,0,,,,,,
161447,PDR polinya,Carretera de Mollet a Sentmenat,Polinyà,Barcelona,08213,210,41.554794401275785,2.158692976628913,0,,,,,,
161446,TSHI charger,Carrer de Santiago Rusinyol,Polinyà,Barcelona,08213,210,41.54507113430964,2.161561026196523,0,,Se usa con llavero y app electromaps,633518585,elopez@tshi.eu,,
161315,Hacienda Mendoza,Calle Colada de Substancias,Archidona,,29315,210,37.125982,-4.29612,0,,,,,,
161313,Hotel Melia Benidorm,Avenida Doctor Severo Ochoa 1,Benidorm,,03503,210,38.540756,-0.105172,0,,,+34 966 813 710,,,
161278,Zafiro Palace Alcudia,Carrer del Camí Real Al Moll 2,Port d'Alcúdia,,07400,210,39.844614,3.134509,0,,,+34 971 897 696,,,
161203,CC Bassa el Moro,Guirnei 8,Petrer,Alicante,,210,38.490186400627294,-0.7783543393795753,0,,,,,,
161202,Restaurante Jiménez,Zaragoza 20,Campanas,Navarra,31397,210,42.68861137117264,-1.6516206630687975,0,,,,,,
161187,E.S. Mides,"Carretera Valencia-Alacant, 0 Km 264 892, 46430 Sollana",Sollana,Valencia,46430,210,39.27370646823968,-0.3748573397720065,0,,,,,,
161185,Ocine,Canal de Tauste 3,Tudela,Navarra,,210,42.04079498131253,-1.5894632236312418,0,,,,,,
161184,E.S. Bardenas,Polígono industrial La Serna,Tudela,Navarra,,210,42.076247575527475,-1.6427705872404204,0,,,,,Calle B,
161183,E.S. Valcarce,"Polígono 24, 61",Tudela,Navarra,,210,42.121369254793876,-1.6746961707033279,0,,,,,,
161182,Restaurante Jiménez,Avenida de Zaragoza 20,Tiebas,Navarra,,210,42.6886645207658,-1.6516019079198259,0,,,,,,
161181,E.S. Andamur,Avenida del Este 1,Noáin,Navarra,31119,210,42.73241511907031,-1.6132515750064158,0,,,,,,
161170,Aqua Hotel Onabrava & Spa,Carrer del Pla de la Torre,Santa Susanna,Barcelona,08398,210,41.63207332212099,2.717231566421333,0,https://www.aquahotel.com/hoteles/onabrava-spa/,"41°37'55.7""N 2°43'02.1""E",93.767.83.70,onabrava@aquahotel.com,,
161169,Mercadona Leganés,"Calle de Ramón y Cajal, 27",Leganés,Comunidad de Madrid,28914,210,40.33198889360028,-3.7361152245470066,0,,P -1,,,,
161165,Ayuntamiento Las Rozas - El Cantizal,Calle Kálamos,Las Rozas,Comunidad de Madrid,28232,210,40.51923504135053,-3.9341275021151887,0,,,,,Parking del Ayuntamiento,
157972,Hotel Pax - Torrelodones,Sama de Langreo 1,Torrelodones,Madrid,28250,210,40.57128860707675,-3.926065035564079,0,https://www.iberdrola.es/movilidad-electrica/recarga-fuera-de-casa,,900929293,SmartMobility@iberdrola.es,,
157971,Carrer de Lluís de Santàngel,Carrer de Lluís de Santàngel,Valencia,Valencia,46005,210,39.462036946695335,-0.36700205838269695,0,,,,,l'Eixample,
157961,Iberdrola Ondara,Avinguda d'Alacant 85,Ondara,Alicante,03760,210,38.82214396393704,0.02213400775053742,0,,,,,,
157960,Barruera,Passeig de Sant Feliu 43,Barruera,Lérida,25527,210,42.50434259875766,0.8007627315022319,0,,,,,Carrer Major,
157896,Calle Orfeón Fernández Caballero,Calle Orfeón Fernández Caballero,Región de Murcia,Región de Murcia,30890,210,37.563505,-1.807623,0,,,,,Las Casicas,
157894,Ronda de Santa Eulàlia,Ronda de Santa Eulàlia,Pallejà,Barcelona,08780,210,41.42014241001891,2.001890589933055,0,,,,,,
157875,E.S. GHC - Albacete,Federico García Lorca 1,Albacete,Albacete,02001,210,39.00101951973525,-1.8495477320295777,0,https://www.iberdrola.es/movilidad-electrica/recarga-fuera-de-casa,Gasolinera junto a estación ADIF,900929293,SmartMobility@iberdrola.es,,
157802,Miranda de Ebro ,Jerea 1,Miranda de Ebro,Burgos,09200,210,42.694570086502324,-2.953935659335457,0,,,,,Parking C.C. E. Leclerc,
157801,Ionity Puerto Lumbreras,Estacion de Servicio Cepsa. Autovía del Mediterráneo Km 580,Puerto Lumbreras,Murcia,30890,210,37.57568867460708,-1.8008518785441083,0,,,,,,
157797,Denia - Moll de la Pansa,"Moll de la Pansa, 0 (Parking)",Denia,Alicante,03700,210,38.84562665796264,0.11462169591959537,0,,,,,,
157796,La pobla de Mafumet,Avinguda de la Generalitat 22,La Pobla de Mafumet,Tarragona,43140,210,41.186842,1.208789,0,,,,,,
157795,E.S. Repsol Alovera,Autovía A2 Km. 45.6,Alovera,Guadalajara,19208,210,40.57965693574346,-3.2357713499955025,0,,,,,,
157790,Iberdrola (Restaurante Essentia),Avenida Adolfo Suárez 30,Tarancon,Cuenca,16400,210,40.00624705928743,-3.018828219095326,0,,,,,,
157781,Restaurante Benavarre,Calle Afueras 28,Benavarre,Huesca,22580,210,42.10119968354391,0.48553546482617094,0,,,,,,
157774,Carrretera Granera,Garatge 4,Castellterçol,,08183,210,41.749879868277816,2.1226555798707523,0,,,,,,
157749,Carrer de Pau Casals,Carrer de Pau Casals,Castellterçol,Catalonia,08183,210,41.74979968924583,2.122481899347349,0,,,,,,
157719,Carrer Barcelona 62-64,Carrer Barcelona 62-64,Castellterçol,Catalonia,08183,210,41.74636761807827,2.115200922810345,0,,,,,,
157667,Finestrat,Carrer Astúries,Finestrat,Alicante,03509,210,38.5364767167068,-0.17946302815903437,0,,,,,,
157666,"Avenida de Oviedo, Solares","Avenida de Oviedo, 2",Solares,Cantabria,39710,210,43.38347816243905,-3.738187539253431,0,,,,,,
157665,"Carrer de Vidal de Montpalau,  Cervera",Carrer de Vidal de Montpalau,Cervera,Lérida,25200,210,41.67393396505145,1.2744478350575719,0,,,,,,
156833,Calle del General Sanmartín,Calle del General Sanmartín,València,Valencian Community,46004,210,39.465463027070285,-0.376141555027516,0,,,,,,
156816,E.S. Cepsa Sigüeiro,N-550 Km 49.5,Sigüeiro,A Coruña,15884,210,42.96415464595697,-8.450153079225515,0,,,,,,
156815,E.S. Petromiralles Tarrega,Avinguda de la Canaleta,Tarrega,Lleida,25300,210,41.66282191343356,1.133278794070975,0,,,,,Torre del Morlans,
156665,Calle Antequera 79,Calle Antequera,Torre del Campo,Andalusia,23640,210,37.77122847675585,-3.9055976131057832,0,,,,,,
156313,Carrer del Doctor Rovira,Carrer del Doctor Rovira,Sant Feliu de Guíxols,Catalonia,172220,210,41.78076010896524,3.0219945896944864,0,,,,,,
156060,Plaza San Francisco,"Avenida. del Alcalde Miguel Castaño, 1",Leon,Leon,24004,210,42.59397240670228,-5.57034943202882,0,http://www.leonecocity.es,"female socket,   https://www.electromaps.com/mapa/p/62267",606 67 61 65,info@leonecocity.es,,
156059,Leon Ecocity San Agustin,calle San Agustín,Leon,leon,24001,210,42.598956,-5.574422,0,https://www.leonecocity.es/,,606 67 61 65,info@leonecocity.es,,
155740,Apartamentos Maier,Calle Virgen de la Palma,Cádiz,Bahía de Cádiz,11002,210,36.52940759711356,-6.301815078517279,0,https://www.apartamentosmaier.com/,"THE REAL STREET NAME IS :SAN NICOLAS 4-7, 11002 CADIZ, SPAIN",+34689250526,apartamentosmaier@gmail.com,,
155705,Apartamentos Maier,Calle Virgen de la Palma,Cádiz,Bahía de Cádiz,11002,210,36.52944275426722,-6.301811353403764,0,https://www.apartamentosmaier.com,Hotel Apartments,639994561,apartamentosmaier@gmail.com,"Apartamentos Maier, San Nicolas 4",+34696139099
155656,Autovía del Mediterráneo,Autovía del Mediterráneo,Almeria,Andalusia,04130,210,36.87557169671612,-2.338144606380297,0,,,,,,
155655,E.S.CEPSA ,costa del andarax,Huércal de Almería,Andalusia,04230,210,36.899052864128734,-2.445110900825739,0,,,,,,
155630,Hotel Felix,"Carretera N-240 , 17 ",Valls,Tarragona,43800,210,41.26704936860142,1.2483894592484148,0,,,,,,
155628,Hotel Restaurante El Cañuelo,Carretera N-331 km 60,Monturque,Cordoba,14930,210,37.47615721111667,-4.588962474628488,0,,,,,,
155621,Hotel Carmen,"Avenida Carlos III, 137",La Carlota,Cordoba,14100,210,37.6647679378532,-4.942646805639811,0,,,,,,
154848,E.S. Garcerán,Autovía A31. Murcia-Cartagena,Fuente Álamo,Región de Murcia,30332,210,37.767660712249395,-1.069632018303082,0,,,,,,
150453,EasyCharger - Hotel Meleiros,"Carr. nacional 525, km 84, 300",Zamora,Zamora,49396 Castro de Sanabria,210,42.06097924275369,-6.642557382472432,0,,,,,,
150335,Carrer de Vidal de Montpalau,Carrer de Vidal de Montpalau,Segarra,Segarra,25200,210,41.415475199999996,2.2052864,0,,,,,Mas del Camatxo,
150318,Mc Donalds calle Palillos,"C/ Palillos, s/n - | c/v C/ Requintos y Dulzaina - 47012 - Valladolid",Valladolid,Valladolid,,210,41.62928347161164,-4.7101130474515,0,,,,,,
150233,E. S. Andamur,"El Ventorro Kalea, 3",Durruma-San Román de San Millán,Araba,01207,210,42.86415037004397,-2.3205562668556468,0,,,,,,
150001,Hotel Albaida Nature,KM 24 Ctra. San Juan del Puerto-Matalascañas Mazagón,Mazagón,,21130,210,37.138274,-6.822008,0,,,+34 34959376029,,,
149974,Calle Manuel Sánchez,Calle Manuel Sánchez,Huelva,Andalusia,21006,210,37.2637265,-6.9366653,0,,,,,,
149926,E.S. Valcarce (Iberdrola),Avenida de Castilla y León,Arévalo,Castile and León,05200,210,41.078274771581306,-4.734323111122649,0,,,,,,
149925,Calle Duarte,Calle Duarte,Ceuta,Ceuta,51001,210,35.887190787505304,-5.305181786769026,0,,,,,Manzanera - Otero,
149923,Estación de Autobuses Albacete,Calle Federico García Lorca n6,Albacete,Albacete,,210,38.99882120342039,-1.8479176422871433,0,https://chargeandparking.es,Estación de Autobuses de Albacete. Cargar con APP Chargeandparking,,,Estación autobuses de Albacete,
149893,Mi Rinconcito (Wenea),N-532,Ourense,Ourense,32698,210,41.91114238065029,-7.442906424784724,0,,,,,Queizás,
149818,Tesla Supercharger Benavente,Calle Braganza,Benavente y Los Valles,Benavente y Los Valles,49600,210,42.0076721922119,-5.66331366312818,0,https://www.teslamotors.com/supercharger,"Centro de Transportes, Calle Simon Bolivar, Benavente, 49600, Spain.",,,Barrio Honduras,
149816,Hotel San Camilo," Calle Fuente Nueva, 10",Navarrete,La Rioja,26370,210,42.43433473094572,-2.567386611551683,0,https://hotelsancamilo.es/,,+34 941 44 1111,sancamilo@hotelsancamilo.es,,
149815,E.S. Palazuelo - AVIA,Carretera de Villaquejida a Cebrones del Río,El Páramo,El Páramo,,210,42.155847760134264,-5.641581296727168,0,,"Salida 194 A-66, Ctra. León 412, 24796 Villaquejida Grajal de la Rivera (León).
",+34984390064,,La Antigua,
149756,E.S. El Delfin Azul,Caretera Madrid-Cadiz (N-323a) Km. 295,Bailen,Jaen,23710,210,38.09374198545055,-3.768834063674035,0,,,,,,
149752,E.S. Ballenoil Talavera de la Reina,Vicente Lieva 33,Talavera de la Reina,Toledo,45600,210,39.961184613518896,-4.8439934660401605,0,,,,,,
149751,"Hospital Universitario y Politécnico de La Fe, Parking Sud",Parking Sud,Valencia,Comarca de València,46026,210,39.4426643572871,-0.3771701253320998,0,https://www.pavapark.com/,"En el aparcamiento subterráneo Sur del Hospital La Fe. Junto a caja central al final de todo al aparcamiento, en el sótano 1. 
0'05€ el minuto. La hora 2'65€. 5€ toda la noche.
Pedir que lo activen en caja central.",961 920 809,info@pavapark.com,Quatre Carreres,
149749,Exoil Pista de Silla - Wenea,"Camino de Castellar, Camí pont de pedra, 3",Valencia,Valencia,46910,210,39.42074339068259,-0.37369459398496474,0,http://www.wenea.com,,915 06 06 00,,,
149748,Parking Avenida del Oeste,"Avinguda de l'Oest, 34",Valencia,,46001,210,39.469629,-0.379647,0,http://www.pavapark.com/parkings/parking-avenida-del-oeste-valencia,"En el interior del parking subterráneo de la Avda. Baron de Carcer. Puedes acceder por la misma avenida o si vas en sentido contrario, por San Vicente, giras a la izquierda en la calle La sangre.
Aparcar y dirigirse a recepción para pedir la activación de los puntos. También se puede activar con la App Moviltik tanto los mennekes como el Trio.
Pavapark
",963106045,,,
149724,carrer de Marina,carrer de Marina,Montgat,Catalonia,08911,210,41.4641749351193,2.274080552951318,0,,,,,,
149655,Alcampo,Alcampo,Sant Quirze del Vallès,Catalonia,08192,210,41.52924555906176,2.0896550728155034,0,,,,,,
149478,Apartamentos Zarautz,Mandabide kalea,Zarautz,Guipúzcoa,20800,210,43.28663984121246,-2.168054429206677,0,https://apartamentoszarautz.com,,635715192,apartamentoszarautz@gmail.com,,
149390,Calle San Francisco,Calle San Francisco,Villares de la Reina,Castile and León,37184,210,41.00706259163874,-5.648292559268009,0,,,,,,
149388,Carretera d'Accés a la Costa Brava,Avinguda Parlament de Catalunya,Blanes,Catalonia,17300,210,41.68348859040023,2.792345787581894,0,,,,,,
149340,RESTAURANTE LA ZARZUELA (Wenea),"Carretera Extremadura N-v, KM 150, 45567 Lagartera, Toledo, España",Lagartera,Oropesa,45560,210,39.91266331557438,-5.202514830878272,0,https://www.wenea.com,"Operados por Wenea, es necesario descargarse la aplicacion",Wenea,,,915060600
149291,Mercadona Los Molinos Getafe,Avenida Sancho Panza s/n,Getafe,Madrid,2806,210,40.31769961744237,-3.7068955990271206,0,,,,,,
149246,Gavina Camping Village,"Avinguda de la Gavina, Platja Creixell N-340 Km. 1.181, ",Creixell,Tarragonés,43839,210,41.15760971942214,1.4413072972680538,0,https://www.campinggavina.com/,,+34 977 80 15 03,contact@campinggavina.com,,
149114,Carrer de Girona,Carrer de Girona,Vilobí d'Onyar,Selva,17185,210,41.88841778512287,2.744036235728231,0,,,,,Cal Ferrer Pagès,
148980,Calle Jacoba Díaz Benito,Calle Jacoba Díaz Benito,El Molar,Madrid,28710,210,40.73317998047381,-3.58364458868823,0,,,,,,
148866,Linares,Calle José Antonio Godoy del Moral,Linares,Andalusia,23700,210,38.09565963813155,-3.6050843232137586,0,,,,,,
148804,Ayuntamiento Mislata,Calle Jose Pomer,Mislata,Valencia,,210,39.47537241955672,-0.4181876833115439,0,,"In the center of the town, some times the street is closed by de school, but is only for 20 minuts",,,,
148751,+B Energias Xativa,"Calle Proyecto Mola 3, 6",Xativa,Valencia,46800,210,38.99727087783501,-0.5124996679268179,0,,,,,,
148677,Calle San Isidro,Calle San Isidro,El Molar,Madrid,28710,210,40.737952694214414,-3.581327789092711,0,,,,,La Cabaña,
148607,Hotel El Azafrán [Cargacoches],Polígono El Gancho Km 176,Caminreal,Teruel,44350 ,210,40.83755896326201,-1.3081470477814037,0,http://www.cargacoches.com/,App chargeandparking android and iOS,914047905,info@cargacoches.com,N-211,
148572,Calle Carretera de Granada,Calle Carretera de Granada,Alto Guadalentín,Alto Guadalentín,30817,210,37.654318,-1.712991,0,,"Hotel Jardines de Amaltea
CEPSA",,,San Antonio,
148506,Supermercado FROIZ,"Calle Fuente del Álamo, 16",Collado Villalba,Madrid,28403,210,40.64294030209484,-3.995151897668393,0,https://www.froiz.com,Parking,919070300,,,
148492,E.S. Galp - Alcala de Henares,Autovia del Nordeste Ctra. N-II Km 29,Alcalá de Henares,Madrid,28802,210,40.494206511625634,-3.387930722959709,0,,,,,,
148490,Agramunt - Cami de les Planes,Cami de les Planes 2A,Agramunt,Lleida,25310,210,41.783458501593714,1.0945383681130352,0,https://www.chargeandparking.es/,,,,,
148399,ES Valcarce,Carretera NA-2410,Olazti,Navarra,31800,210,42.88365991804034,-2.17993724529515,0,,,,,,
148398,IREL Cieza,"Carretera Madrid-Cartagena, 351",Cieza,Murcia,30530,210,38.259380354499086,-1.4337940205814448,0,,,,,,
148397,Supermercado FROIZ,"Avenida de la Universidad, 1",Fuenlabrada,Madrid,28942,210,40.28465990574526,-3.8160467351426632,0,https://www.froiz.com,Parking,917358907,,,
148329,EASYCHARGER - Puerta de la Montaña,Cepsa,Palencia,Castile and León,34492,210,42.71830653103993,-4.290948400684215,0,https://easycharger.es,,,,"N-611, Puebla de San Vicente",
147077,El Pont de Suert,Av. Victoriano Muñoz / Carrer de Suix,El Pont de Suert,Lleida,,210,42.40823208172097,0.7421162443481535,0,,,,,,
147075,Avinguda de les Comarques Catalanes,Avinguda de les Comarques Catalanes,Mora d'Ebre,Tarragona,43740,210,41.08969489734508,0.6433830715222939,0,,,,,,
147072,Ciudad Arcóbriga [CARGACOCHES],Monreal de Ariza,Monreal de Ariza,Zaragoza,50291,210,41.307810209253205,-2.122458544783285,0,,,,,,
146982,Estación de Servicios Fontefría,CR CTRA.SANTIAGO-NOIA km 23 Fontefría,Rois,A Coruña,15911,210,42.86444028616194,-8.62931124748718,0,http://losangelesgas.es/,Al pie de la carretera que une Santiago de Compostela con Bertamiráns (Ames) y a 500 m de la incorporación a la autovía A-56. ,981 89 16 57,,,
146976,Avenida Madrid - Valencia,Avenida Madrid - Valencia,Saelices,Cuenca,16431,210,39.92120908035457,-2.813171950872629,0,http://www.wenea.com,Primera salida de Saelices direccion Madrid-Valencia,915060600,,Las termas de Segóbtidas,
146900,EasyCharger,Rua de Miguel Ferro Caveiro ,Santiago de Compostela,A Coruña,15703,210,42.88418176694597,-8.513222511541699,0,https://easycharger.es,Located in front of Puerta del Camino Hotel,979 300 600,info@easycharger.es,,
146663,"Gasolinera Repsol, Cardeñajimeno","N-120, Km 106",Cardeñajimeno,Burgos,09192,210,42.34122623536288,-3.6122813758286156,0,,,,,,
146596,Atalaya de Cañavate (Iberdrola)," CU-V-8306, 16710 Atalaya del Cañavate",Atalaya del Cañavate,Cuenca,16710 ,210,39.538357654779986,-2.2552096789903544,0,,,,,,
146594,Aqua Hotel Aquamarina & Spa,"Avinguda del Mar, 16",Santa Susanna,,08398,210,41.634727544588884,2.721072568805994,0,https://www.aquahotel.com/hoteles/aquamarina-spa/,,+34 937 678 060,booking@aquahotel.com,,
146439,Avenida de las Letras,Avenida de las Letras,Cáceres,Cáceres,10004,210,39.47851252262629,-6.345265024434411,0,,,,,Campus Universitario,
146289,Plaça Capdevila,Plaça Capdevila 21,Tremp,Lleida,25620 - TREMP,210,42.167871714726914,0.8953686090542305,0,,"Public charger, but requires RFID from town hall (Ajuntament de Tremp) or using App EVCharge.
Owner: Ajuntament de Tremp
Operator: eTecnic",+34973650005,administracio@ajuntamentdetremp.cat,,
146288,Hospedería del Valle Boutique Aparments,"Calle Eras, 35. 37",Gargantilla del Lozoya y Pinilla de Buitrago,Madrid,28739,210,40.964878097883286,-3.720525518715931,0,http://www.hospederiadelvalle.com,HOSPEDERIA DEL VALLE  BOUTIQUE APARTMENTS,699058353,info.hospederia@gmail.com,,
146277,Avenida de Baños,Avenida de Baños,Guarromán,Jaén,23210,210,38.14274702369741,-3.718900994038904,0,https://www.endesa.com/es/sostenibilidad/a201610-movilidad-electrica-vehiculo-electrico.html,"Carretera de Andalucía Km283, Guarroman. Polígono industrial Guadiel",,,,
146264,Acosta vetonia,Almendralejo,Tierra de Barros,Tierra de Barros,06200,210,38.70917897549813,-6.401950584785482,0,,,,,San Marcos,
135518,EASO Politeknikoa,"Aitzol Parkea, 2",San Sebastián,Guipúzcoa,20011,210,43.3047776,-1.9638115,0,,,,,,
135517,P.E. San Fernando de Henares,"Avda. de Castilla, 2",San Fernando de Henares,Madrid,28830,210,40.4495225,-3.5121677,0,,,,,,
135516,Repsol Asua,"CTRA. Asua-Loiu, 57",Erandio,Bizkaia,48950,210,43.3075896,-2.9471396,0,,,,,,
135475,Froet gas estaciones de servicio,CIT SAN GINES,Murcia,Área Metropolitana de Murcia,30169,210,37.94590793079732,-1.194798328446609,0,,Estacion de servicio. ,+34 968 34 01 00,,Pedanía de San Ginés,
135474,Executive Spa hotel,Calle el granado 1,Totana,Murcia,30850,210,37.77457253085326,-1.4534633176988336,0,,Iberdrola. ,,,,
135245,Autovía de Castilla,Autovía de Castilla,Quintana del Puente,Palencia,34230,210,42.084731269206145,-4.209348698519989,0,,,,,Colonia Militar Infantil General Varela,
135232,Àrea de Bassella,Ctra. C14 Km. 134,Bassella,Lleida,25289,210,42.0059691,1.2942301,0,,"It is a service area, containing following services:
REPSOL petrol station with mini supermarket and a bar in it
Car Washing area
Second building containing a fast food restaurant (Pans and Company) and a motorcycle museum. 
Picknic Area
Huge parking area",0034 973 462 731,info@bassella.com,,
134883,Barrio La Maruca,Barrio La Maruca,Asturias,Asturias,33405,210,43.575178,-5.928522,0,,,,,,
134844,Hotel Mirador de La Franca,Playa de La Franca,Ribadedeva,Asturias,33590,210,43.39199565485757,-4.576134899810086,0,https://www.hotelmirador.com/,,+34985412145,lafranca@arceahoteles.com,,
134677,Planta potabilitzadora de Palafolls,B-682,Palafolls,Barcelona,08389,210,41.66996076937832,2.760459946579658,0,,,,,Can Bolet,
134616,Avinguda de Sitges,Avinguda de Sitges,Bajo Panadés,Bajo Panadés,43881,210,41.1943890511992,1.6245537196894,0,,,,,Masia Sant Antoni,
134565,"Repsol, Lopidana",CR N-1 P.K. 350.50,Vitoria-Gasteiz,Álava,01196,210,42.8784060343809,-2.71393995025494,0,https://www.ibil.es/,,,,,
134564,"Repsol, Ugaldebieta",AU A-8 P.K. 131.00,Abanto y Ciérvana - Abanto Zierbena,Biscay,48500,210,43.32844869905932,-3.0679072105095884,0,https://www.ibil.es/,,,,,
134304,Hotel Ibis Lleida,Maria de Montesori,Lleida,,25001,210,41.60706,0.633421,0,,,+34 973 212 040,,,
134143,ESTACION DE SERVICIO CETINA,N-II KM 200,Cetina,Zaragoza,50292,210,41.30610087242596,-1.9645274212016375,0,,,,,,
133748,E. S. Esser,"carrer de Carles I, 8",Pineda de Mar,Barcelona,08397,210,41.6240952172768,2.67446323319189,0,,,,,,
133747,Restaurant 4 Carreteres,Carretera de Barcelona 1,Tona,Barcelona,08551,210,41.8454954172254,2.23353279066259,0,,,,,Autovia Vic-Ripoll,
133746,E. S. Galp ,Avenida de Washington 68,Málaga,Málaga,29071,210,36.71357425,-4.4825585,0,,,,,,
133745,Mercadona Huesca Ing. Susin,C/Ingeniero Susin S/N,Huesca,Huescac,22006,210,42.1352614474256,-0.416702219202875,0,https://info.mercadona.es/es/supermercados?s=Huesca.%20Huesca&k=883185315972,,974457223,,,
133744,Repsol Almería ,Rambla de Belén,Almeria,Almeria,04008,210,36.8531634971028,-2.46866400567717,0,,,,,Los Ángeles,
133743,Easycharger Villalpando,Complejo El Raso. Area de descanso Vuelta Dese Leon.,Villalpando,Zamora,49630,210,41.8264774425396,-5.37918406541803,0,,,,,"Autovia A6, Km 231. Camino de los Gallegos.",
133742,E.S. Castillo Benavente,Av. Americas 7,Benavente,Zamora,49600,210,42.0030937206543,-5.66048247392723,0,,,,,,
133477,Avinguda del Mercat,Avinguda del Mercat,Vic,Barcelona,08500,210,41.9269691,2.2468953,0,,,,,El Sucre,
133472,GASOLINERA REPSOL,Carretera de Sant Pere de Ribes,SANT PERE DE RIBES,BARCELONA,08810,210,41.2551608892519,1.78127745570873,0,,,,,,
133172,Calle Pineta,Calle Pineta,Aínsa-Sobrarbe,Sobrarbe,22330,210,42.4137006340069,0.14792589226181,0,,,,,,
133049,Albufera 319,Avenida Albufera 319,Madrid,Madrid,28018,210,40.3839723948676,-3.63137845041001,0,https://placetoplug.com,Situados en el parking del concesionario Opel,,,,
132943,OVANS - Ayuntamiento de Cheste (Jefatura de Policía),"Calle Alcalde Matias Morell, 4, 46380 Cheste",Cheste,Valencia,46380,210,39.4939577897378,-0.679016394631276,0,https://www.ovans.es/es/,"Acceso Libre, situado en Vía Pública.",960918856,hablamos@ovans.es,,
132734,COBARSA (concesionario Audi),"Calle Andalucía, 46",Palencia,Palencia,34004,210,41.9993333645014,-4.51142123930117,0,,,,,,
132698,Glorieta de los Estudiantes,Glorieta de los Estudiantes,La Palma del Condado,Huelva,21700,210,37.52195381098943,-6.773618426432108,0,,,,,,
132425,Ca l'Alier,Carrer de Fluvià,Barcelona,Barcelona,08019,210,41.4097175684616,2.20343104495919,0,https://www.endolla.barcelona/,,937064866,,,
132346,Edrr sant fruitos 2,Carretera de Berga,Bages,Bages,08272,210,41.7486527160096,1.86177642262533,0,,,,,Can Sala,
132343,Edrr sant fruitos,Carretera de Berga,Bages,Bages,08272,210,41.7518246602927,1.86317732199245,0,,,93 878 97 00,,Can Sala,
132185,Plaça d'Orient,"Plaça d'Orient, 8",El Vendrell,Baix Penedès,43700,210,41.2197287870559,1.5364336413918,0,,,,,,
132113, SIMA Igualada Nord,"Carrer de Lecco, 30, 08700 Igualada, Barcelona, España",Igualada,Barcelona,08700,210,41.589586,1.6189378,0,,,,,Parking,
132048,Splau parking,Splau parking,Bajo Llobregat,Bajo Llobregat,08820,210,41.3471186119571,2.07803520268567,0,,En parking subterráneo -1 y -2,,,,
131869,Lloret oficina de turisme,GI-680,Selva,Selva,17310,210,41.7025289539146,2.83646693382684,0,,Funciona con la app de electromaps o la tarjeta live Barcelona ,,,Ca la Mara-no-ho-vol,
131609,ES Villaviciosa,"Ctra Nacional 632, km 43",Villaviciosa,Asturias,33300,210,43.4889190262507,-5.44468432982319,0,,,,,,
131564,Gijón - Oriental,"C/Oriental, 11",Gijón,Asturias,33212,210,43.5404920484362,-5.69700432047705,0,,,+34984390064,,,
131428,Rápido Oliva,"Carrer del Pare Antonio Salelles, 10",Oliva,Valencia,46780,210,38.9216408119596,-0.116897129926201,0,,,,,,
