IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,UsageCost,AddressInfo,Connections,NumberOfPoints,GeneralComments,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID
false,,163730,C683F8E4-F197-44AA-AFDA-88CED62F6789,1,23,4,,164087|Centro Comercial el Mirador de Jinamar|Autovia GC-1|Km 5|Las Palmas de Gran Canaria|35220|210|28.032928|-15.403263|+34 928 686 940|0,235327|30|50|2|22|20|2,2,"2 Tesla Connectors, up to 22kW.Available for customers. Self park.",50,2020-08-24T15:01:00Z,1,2020-08-24T15:01:00Z,200
false,,163729,EFB0BCD5-639D-4BD9-B1C5-3118D6A26185,1,23,4,,164086|Centro Comercial Monteclaro|Av. de Monteclaro|Madrid|28223|210|40.442883|-3.845569|+34 917 15 67 00|0,235326|30|50|2|13|20|2,2,"2 Tesla Connectors, up to 13kW.Available to the public. Self park.",50,2020-08-24T15:00:00Z,1,2020-08-24T15:00:00Z,200
false,,163725,EF6A619C-1E45-4B63-9BE8-C0212EC43937,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,164082|M\u00e9rida Supercharger|7 Pol\u00e3\u00adgono Industrial el Prado|Calle las Palmas|M\u00e9rida|210|38.922231|-6.375038|0,235322|27|50|3|120|30|10,10,"Charging10 Superchargers, available 24/7, up to 150kW",50,2020-08-24T14:55:00Z,1,2020-08-24T14:55:00Z,200
false,,163723,F15A358B-FF33-4F9E-BD14-F7B327175D10,1,23,4,,164080|Parking&apartosuites Jardines de Sabatini|Cuesta de San Vicente|14-16|Madrid|28008|210|40.421088|-3.71479|+34 915 425 900|0,235320|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T14:54:00Z,1,2020-08-24T14:54:00Z,200
false,,163720,0D3AF841-A4F2-4232-8683-5883B9E80CA0,1,23,4,,164077|Hotel Cimbel|Avenida Europa|BENIDORM|3503|210|38.536044|-0.120739|+34 965 85 21 00|0,235317|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see valet.",50,2020-08-24T14:52:00Z,1,2020-08-24T14:52:00Z,200
false,,163717,40080213-04CF-4762-9A73-6821ECD3909A,1,23,4,,164074|Hotel Hospederia de Leyre|Montasterio de Leyre|Yesa|31410|210|42.635954|-1.171478|+34 948 88 41 00|0,235314|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:50:00Z,1,2020-08-24T14:50:00Z,200
false,,163715,07398ECB-49DC-474C-AD9E-071C5CD76BCD,1,23,4,,164072|Palacio Infante Don Juan Manuel Hotel Spa|Calle Infante Don Juan Manuel|2|Belmonte|16640|210|39.560724|-2.702476|+34 967  170 784|0,235312|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T14:49:00Z,1,2020-08-24T14:49:00Z,200
false,,163709,CDB96A4D-5C82-4EC2-A837-5F95F594A964,1,23,4,,164066|Casa Rural Costa Caion|Campo Da Costa|1|Caion|15145|210|43.309212|-8.615173|+34 636 500 291|0,235306|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:46:00Z,1,2020-08-24T14:46:00Z,200
false,,163699,FF10D067-EAA8-49FA-9E10-224E3D682B9E,1,23,4,,164056|Centro Comercial Sevilla Factory|Ctra Nacional Iv Madrid-Cadiz|Km. 553.8|Dos Hermanas|41703|210|37.288794|-5.94185|+34 954 727 772|0,235296|30|50|2|22|20|2,2,"2 Tesla Connectors, up to 22kW.Available for customers. Self park.",50,2020-08-24T14:42:00Z,1,2020-08-24T14:42:00Z,200
false,,163698,8818DCA5-B9DB-44F8-BEC7-56D124C0352C,1,23,4,,164055|Hotel Barcel\u00f3 Sevilla Renacimiento|Av. \u00c3lvaro Alonso Barba|Sevilla|41092|210|37.410084|-5.995848|+34 954 462 222|0,235295|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:41:00Z,1,2020-08-24T14:41:00Z,200
false,,163693,A870EB2B-64C5-4217-8DA0-F37F2182630C,1,23,4,,164050|Centro Comercial Espacio Torrelodones|Av. de la Fontanilla|1|Torrelodones|28250|210|40.569583|-3.920729|+34 918 54 41 95|0,235290|30|50|2|11|20|2,2,"2 Tesla Connectors, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T14:38:00Z,1,2020-08-24T14:38:00Z,200
false,,163682,C02EC66E-BCAA-42F3-9503-C0B089779E6D,1,23,4,,164039|Los Naranjos Campo de Golf|Los Naranjos Campo de Golf|29660|210|36.509707|-4.979749|+34 952 81 24 28|0,235279|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Self park.",50,2020-08-24T14:28:00Z,1,2020-08-24T14:28:00Z,200
false,,163676,E5ED30F1-0C3C-4C8A-A74B-207C95AAF692,1,23,4,,164033|Hotel Palacio de Luces Relais & Chateaux|Carretera As-257 S/N|Luces-Lastres|33328|210|43.515936|-5.288861|+34 985 85 00 80|0,235273|30|50|2|11|20|2,2,"2 Tesla Connectors, up to 11kW.Available for customers. Self park.",50,2020-08-24T14:23:00Z,1,2020-08-24T14:23:00Z,200
false,,163673,42C0F25D-4EBD-47E1-AC99-CEC1E3FD1D5F,1,23,4,,164030|Hotel Nabia|Carretera Santuario de Chilla|Km. 6 apartado correos n 154|Candeleda|5480|210|40.180326|-5.287387|+34 920 38 23 07|0,235270|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T14:21:00Z,1,2020-08-24T14:21:00Z,200
false,,163672,9324803C-6FDB-4BCE-9A9A-48FB0E318151,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,164029|Ariza Supercharger|Carretera de Madrid 0197|Ariza|210|41.313192|-2.002201|0,235269|27|50|3|120|30|6,6,"Charging6 superchargers, available 24/7, up to 150kW",50,2020-08-24T14:19:00Z,1,2020-08-24T14:19:00Z,200
false,,163669,1A61AF34-927E-4B2D-BBED-49EFE0699C2A,1,23,4,,164026|Club Nautico Moraira|Puerto de Moraira|s/n|Moraira|3724|210|38.687277|0.137069|+34 965 744 461|0,235266|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available to the public. Please see front desk.",50,2020-08-24T14:16:00Z,1,2020-08-24T14:16:00Z,200
false,,163667,819FFF39-3B76-49D7-A280-40C4447D6668,1,23,4,,164024|Centro Comercial Moraleja Green|Av. de Europa|13-15|Alcobendas|28108|210|40.519275|-3.656531|+34 916 61 01 17|0,235264|30|50|2|22|20|2,2,"2 Tesla Connectors, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:14:00Z,1,2020-08-24T14:14:00Z,200
false,,163662,88F59987-FD11-4F25-A057-78504654D944,1,23,7,,164019|Villa Magalean Hotel & Spa|Nafarroa-Behera Kalea|Hondarribia|20009|210|43.362397|-1.78918| +34 943 569 130|0,235259|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available by reservation only. Please call ahead.",50,2020-08-24T14:09:00Z,1,2020-08-24T14:08:00Z,200
false,,163656,04B2EB95-842F-49A1-90E0-A01A8CD37120,1,23,4,,164013|Las Casas de Ea Astei|Barrio Olagorta|Bizkaia|48287|210|43.36846|-2.615046| +34 619 56 01 23|0,235253|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:04:00Z,1,2020-08-24T14:04:00Z,200
false,,163655,0CACB9FF-B38F-498E-AF34-AB417C8A3DA5,1,23,4,,164012|Sercotel Gran Hotel Zurbaran|Calle Gomez de Solis|Badajoz|6001|210|38.87917|-6.976956|+34 924 001 400|0,235252|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T14:03:00Z,1,2020-08-24T14:02:00Z,200
false,,163651,84F19DCA-F9EE-4273-924D-9AC60CBD7F0D,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,164008|Granada Supercharger|Hotel Paraiso de Granada Moraleda de Zafayona|Granada|18370|210|37.181746|-3.928561|0,235248|27|50|3|120|30|10,10,"Charging10 superchargers, available 24/7, up to 150kW",50,2020-08-24T14:00:00Z,1,2020-08-24T14:00:00Z,200
false,,163650,5F694439-5B0D-4A4F-AB80-DDED2F8443F0,1,23,4,,164007|Aparcamiento - Insur|Avenida Diego Mart\u00ednez Barrios|10|Sevilla|41013|210|37.374044|-5.977101|+34 627 95 43 88|0,235247|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T13:59:00Z,1,2020-08-24T13:59:00Z,200
false,,163649,F20A631A-4F5D-46C4-92B8-AA4A5BDBB1A0,1,23,6,,164006|Resguard Dels Vents|Hotel Resguard Dels Vents|Ribes de Freser|Girona|17534|210|42.314731610831444|2.171160378396735|+34 972 72 88 66|0,235246|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",50,2021-05-21T14:23:00Z,1,2020-08-24T13:57:00Z,200
false,,163646,2A4FB8D5-FFB4-4599-B356-9ABA948C4987,1,23,4,,164003|Centro Comercial Gran Via de Vigo|Calle Miradoiro|2|Vigo|36210|210|42.220889|-8.724445|+34 986 447 500|0,235243|30|50|2|17|20|2,2,"2 Tesla Connectors, up to 17kW.Available for customers. Self park.",50,2020-08-24T13:56:00Z,1,2020-08-24T13:56:00Z,200
false,,163644,B9E4EAED-96C4-421E-9C5C-E1E0306E290A,1,23,4,,164001|Aparcamiento Buenos Aires - Insur|Aparcamiento Buenos Aires|41013|210|37.378084|-6.000599|+34 653 51 04 93|0,235241|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T13:55:00Z,1,2020-08-24T13:55:00Z,200
false,,163640,6AD701FD-E0AA-4672-9A90-9135F6AC0073,1,23,4,,163997|Rafael Hoteles Atocha|Calle Mendez Alvaro|30|Madrid|28045|210|40.401365|-3.687091|+34 914 688 100|0,235237|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T13:51:00Z,1,2020-08-24T13:51:00Z,200
false,,163638,767697B3-1F6F-4889-99DC-6CF8895B1CC8,1,23,4,,163995|Sercotel Portales|Calle Portales|Logrono|La Rioja|26001|210|42.466184|-2.450468|+34 941 50 27 94 |0,235235|30|50|2|7|20|1,1,"1 Tesla Connector, up to 7kW.Available for customers. Please call ahead.",50,2020-08-24T13:48:00Z,1,2020-08-24T13:48:00Z,200
false,,163633,069EC993-B494-407C-B2FC-75D580644178,1,23,4,,163990|Hotel Senator Barajas|Calle Galeon|27|Madrid|28042|210|40.45869|-3.582419|+34 902 533 532|0,235230|30|50|2|17|20|1,1,"1 Tesla Connector, up to 17kW.Available to the public. Please see front desk.",50,2020-08-24T13:45:00Z,1,2020-08-24T13:45:00Z,200
false,,163629,FE79B2CC-9315-41F9-8FFE-54DD6AE5395E,1,23,4,,163986|Hotel Vincci Maritimo|Carrer de Llull|340|Barcelona|8019|210|41.408258|2.21174|+34 933 562 600|0,235226|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T13:40:00Z,1,2020-08-24T13:39:00Z,200
false,,163628,512AC17D-26AF-44ED-9E3A-EE5AA5787E46,1,23,4,,163985|Aparcamiento Cartuja - Insur|Calle Louis Braille|s/n|Sevilla|41092|210|37.404967|-6.00574|+34 653 51 04 94|0,235225|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T13:38:00Z,1,2020-08-24T13:38:00Z,200
false,,163627,00E1028F-AB05-4382-A982-5095CA62605B,1,23,4,,163984|Senator Marbella Spa Hotel|Av. Bulevar Pr\u00edncipe Alfonso de Hohenloh|97|Marbella|29600|210|36.509731|-4.903906|+34 952 764 080|0,235224|30|50|2|17|20|1,1,"1 Tesla Connector, up to 17kW.Available for customers. Please see front desk.",50,2020-08-24T13:36:00Z,1,2020-08-24T13:36:00Z,200
false,,163626,269B18E0-3053-4D35-841D-BAFA4D577207,1,23,4,,163983|Hotel Barcel\u00f3 Montecastillo Golf & Sports Resort|Av. de Montecastillo|Jerez de la Frontera|11406|210|36.70202|-6.037729|+34 956 15 12 00|0,235223|30|50|2|17|20|1,1,"1 Tesla Connector, up to 17kW.Available for customers. Please see front desk.",50,2020-08-24T13:35:00Z,1,2020-08-24T13:35:00Z,200
false,,163625,96F657CB-2F32-415F-8C26-1060310A639F,1,23,4,,163982|Hotel-Restaurante Mas de la Sala|Ctra. C-16|Sallent|Barcelona|8650|210|41.789417|1.897806|+34 938 370 877|0,235222|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T13:32:00Z,1,2020-08-24T13:32:00Z,200
false,,163622,81565BD0-0D7B-4A9E-A5B5-0E4B372A412B,1,23,4,,163979|Gran Hotel Guadalpin Banus|Calle Edgar Neville|s/n|Puerto Banus|29660|210|36.483151|-4.966371|+34 952 899 700|0,235219|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available to the public. Please see front desk.",50,2020-08-24T13:29:00Z,1,2020-08-24T13:29:00Z,200
false,,163621,E45D99E4-D58A-4018-92D4-D14B57042156,1,23,4,,163978|Hotel Izan Trujillo|Plaza del Campillo 1|Trujillo|10200|210|39.458891|-5.87761|+34 927 45 89 00|0,235218|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T13:28:00Z,1,2020-08-24T13:28:00Z,200
false,,163615,01BEEDD7-B85C-463F-A7A7-D1F79A03679D,1,23,4,,163972|Casona de Labrada|6 Labrada|A Pontenova|27728|210|43.34095|-7.15912|+34 696 927 333|0,235212|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T13:23:00Z,1,2020-08-24T13:23:00Z,200
false,,163614,DAB4D699-D522-47C3-8CA1-AB8F99DA8323,1,23,4,,163971|Swiss Hotel Moraira|Calle Haya|175|Moraira|3724|210|38.692952|0.109829|+34 965 747 104|0,235211|30|50|2|14|20|1,1,"1 Tesla Connector, up to 14kW.Available for customers. Please see front desk.",50,2020-08-24T13:22:00Z,1,2020-08-24T13:22:00Z,200
false,,163613,B25EADA9-7547-4F67-92C8-0898C421F740,1,23,4,,163970|Rafaelhoteles Madrid Norte|Avenida de Barajas|22|Alcobendas|28108|210|40.534692|-3.621364|+34 911 842 500|0,235210|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T13:21:00Z,1,2020-08-24T13:21:00Z,200
false,,163609,B7495BDF-8717-49FD-B6DE-D1B524C5D872,1,23,4,,163966|Hotel Catalonia Diagonal Centro|Carrer de Balmes|Barcelona|8008|210|41.393861|2.156727| +34 934 159 090|0,235206|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please call ahead.",50,2020-08-24T13:17:00Z,1,2020-08-24T13:16:00Z,200
false,,163605,1FA11104-B391-4A5C-95B3-3D8DE7C7585E,1,23,4,,163962|Reul Alto Cortijos Rurales|Calle Reul Alto|Laroya|Almer\u00cca|4868|210|37.285132|-2.347606|+34 658 95 28 31|0,235202|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T13:12:00Z,1,2020-08-24T13:12:00Z,200
false,,163599,A2305E42-B0E2-4AD2-93A8-C0784264D525,1,23,4,,163956|Hotel Mercure Algeciras|Calle Malta|Algeciras|C\u00e1diz|11204|210|36.142892|-5.448502|+34 956 63 97 48|0,235196|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T13:08:00Z,1,2020-08-24T13:08:00Z,200
false,,163598,47F15946-25D3-4B14-B3AB-0B7540D72AAA,1,23,4,,163955|B&B Hotel Figueres|Avinguda de Roses|s/n|Figueres|17600|210|42.266522|2.998114|+34 972 501 587|0,235195|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please call ahead.",50,2020-08-24T13:07:00Z,1,2020-08-24T13:07:00Z,200
false,,163596,4FBDE4D0-81E8-4CD2-A8CC-60F998A9751B,1,23,4,,163953|Centro Comercial Abc Serrano|Calle de Serrano|61|Madrid|28006|210|40.432498|-3.68678|+34 91 577 50 31|0,235193|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T13:06:00Z,1,2020-08-24T13:06:00Z,200
false,,163594,C85D2D65-CCB7-4A4E-B4EE-C470321483E0,1,23,4,,163951|Centro Comercial Arturo Soria Plaza|Calle Arturo Soria|126|Madrid|28043|210|40.450133|-3.651345|+34 917 599 718|0,235191|30|50|2|17|20|2,2,"2 Tesla Connectors, up to 17kW.Available to the public. Self park.",50,2020-08-24T13:05:00Z,1,2020-08-24T13:05:00Z,200
false,,163593,B94E0D93-576A-449F-A72C-85369537C1C7,1,23,4,,163950|Hotel Crowne Plaza Barcelona|Avda Rius I Taulet 1-3|Barcelona|8004|210|41.372697|2.154707|+34 93 426 22 23|0,235190|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T13:04:00Z,1,2020-08-24T13:04:00Z,200
false,,163590,38D3ACC1-89CF-4338-A6B9-907BD85EA2A7,1,23,4,,163947|Assaona Gastrobeach Club Mallorca|Paseo de Portixol|Palma|7006|210|39.56098|2.66671| +34 971 359 633|0,235187|30|50|2|6|20|1,1,"1 Tesla Connector, up to 6kW.Available for customers. Please see front desk.",50,2020-08-24T13:01:00Z,1,2020-08-24T13:01:00Z,200
false,,163585,624335E1-67F0-430D-BADA-FD5FC0E78E36,1,23,4,,163942|Hotel Val de Neu|Carrer de Perimetrau|Baqueira|25598|210|42.695544|0.936264|+34 973 63 50 00|0,235182|30|50|2|22|20|2,2,"2 Tesla Connectors, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T12:57:00Z,1,2020-08-24T12:56:00Z,200
false,,163584,1A1DD934-E6BF-49E8-B44E-4555B8A416FE,1,23,4,,163941|Hotel Yoy Villa de Sallent|Av. de los Pirineos|s/n|Formigal|22640|210|42.775294|-0.361528|+34 974 49 02 23|0,235181|30|50|2|14|20|1,1,"1 Tesla Connector, up to 14kW.Available for customers. Please call ahead.",50,2020-08-24T12:55:00Z,1,2020-08-24T12:55:00Z,200
false,,163582,DA3DE60C-4E32-43CB-9E22-3B2BC6ADD87C,1,23,4,,163939|Hotel AC Baqueira Ski Resort|Avenida Perimetral|Baqueira|25598|210|42.696623|0.935527|+34 973 645 961|0,235179|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T12:53:00Z,1,2020-08-24T12:53:00Z,200
false,,163580,2F41ED4A-67DD-4939-96D7-7100C29345EE,1,23,4,,163937|Hotel Ibis Styles Pamplona Noain|Calle Real|Noain|31110|210|42.764893|-1.633657| +34 948 31 66 10|0,235177|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T12:52:00Z,1,2020-08-24T12:52:00Z,200
false,,163577,90EEAA0E-D66A-4601-BD3E-C2104A17CCB1,1,23,4,,163934|Hotel Izan Cavanna|Plaza Cavanna|La Manga|30380|210|37.656651|-0.721531|+34 968 563 600 |0,235174|30|50|2|11|20|2,2,"2 Tesla Connectors, up to 11kW.Available for customers. Please see front desk.",50,2020-08-24T12:51:00Z,1,2020-08-24T12:51:00Z,200
false,,163571,F6307D9E-DDD0-48C9-9422-7F99194BF2CE,1,23,4,,163928|Hotel Masia Urbisol & Spa|N-141C|Km 20|Calders|8275|210|41.802357|2.021021|+34 93 830 91 53 |0,235168|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for customers. Please call ahead.",50,2020-08-24T12:47:00Z,1,2020-08-24T12:47:00Z,200
false,,163569,8800DCEB-64EF-42C6-B1AF-E84891DE7779,1,23,4,,163926|Centro Comercial Tresaguas|Avda. de Am\u00e9rica|Alcorcon|28922|210|40.358225|-3.832359|+34 917 615 924|0,235166|30|50|2|11|20|2,2,"2 Tesla Connectors, up to 11kW.Available to the public. Self park.",50,2020-08-24T12:46:00Z,1,2020-08-24T12:46:00Z,200
false,,163564,67967605-1B12-426A-A496-8A0739527150,1,23,4,,163921|Restaurante Via de la Plata|Restaurante Via de la Plata|6800|210|38.921009|-6.375688|+34 6911 48 953|0,235161|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T12:43:00Z,1,2020-08-24T12:43:00Z,200
false,,163558,83DFF274-D7C9-41DE-9A0D-65A108FE33C4,1,23,4,,163915|Autotalleres Vicente|Calle de Dolores Marques|Valencia|46020|210|39.488258|-0.361924|+34 652 437 541|0,235155|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T12:36:00Z,1,2020-08-24T12:35:00Z,200
false,,163557,D3F5DA23-7278-46BA-A15F-9E0351A4E431,1,23,4,,163914|My Car Wash Madrid Canillas|Calle de Canillas|26|Madrid|28002|210|40.441895|-3.674985|+34 658315403|0,235154|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available to the public. Self park.",50,2020-08-24T12:35:00Z,1,2020-08-24T12:35:00Z,200
false,,163555,3FD6DB13-8C7F-4722-81E9-234531A0B663,1,23,4,,163912|Hotel VP Plaza Espa\u00f1a Design|Plaza Espa\u00f1a|5|Madrid|28000|210|40.422713|-3.711732|+34 91 595 55 10|0,235152|30|50|2|22|20|5,5,"5 Tesla Connectors, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T12:34:00Z,1,2020-08-24T12:34:00Z,200
false,,163554,17A86209-0A70-48D3-898B-5045D39D47A3,1,23,4,,163911|Hotel O Cami\u00f1o|Hotel O Cami\u00f1o|32300|210|42.426223|-6.98854|+34 988 32 26 86|0,235151|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",50,2020-08-24T12:32:00Z,1,2020-08-24T12:32:00Z,200
false,,163537,380B0FFC-F107-4EDF-921B-2A73A8CBF2FC,1,23,4,,163894|Casas Rurales el Viejo Establo|Paraje la Matanza|68|Fortuna (Murcia)|30628|210|38.14407|-1.072401|+34 670345326|0,235134|30|50|2|11|20|1,1,"1 Tesla Connector, up to 11kW.Available for members only. Please see front desk.",50,2020-08-24T12:04:00Z,1,2020-08-24T12:03:00Z,200
false,,163533,B3515709-4827-405E-90F9-631EB3F774AF,1,23,4,,163890|Sh Valencia Palace|Passeig de l'Albereda|Valencia|46023|210|39.467556|-0.360013|+34 963 37 50 37|0,235130|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",50,2020-08-24T12:00:00Z,1,2020-08-24T12:00:00Z,200
false,,163532,E7C453E3-3D8A-40B8-ADD2-67EC052E6B55,1,23,4,,163889|B&B Hotel Mollet|Avenida Rabassaires|46|Mollet del Valles|8100|210|41.541727|2.222785|+34 935 796 261|0,235129|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for members only. Please call ahead.",50,2020-08-24T11:59:00Z,1,2020-08-24T11:58:00Z,200
false,,163529,5382702F-16FF-40DD-9E9D-1A3267212EF7,1,23,4,,163886|Centro Comercial Arenas de Barcelona|Gran Via de les Corts Catalanes|373-385|Barcelona|8015|210|41.376469|2.150236|+34 932 890 244|0,235126|30|50|2|11|20|2,2,"2 Tesla Connectors, up to 11kW.Available to the public. Self park.",50,2020-08-24T11:55:00Z,1,2020-08-24T11:55:00Z,200
false,,163526,0708690A-AB01-46CE-8C0E-D7D44D44C7F9,1,23,4,,163883|Centro Comercial Berceo|Calle Lerida|Logrono|26006|210|42.462715|-2.420533| + 3494125830|0,235123|30|50|2|22|20|2,2,"2 Tesla Connectors, up to 22kW.Available to the public. Self park.",50,2020-08-24T11:52:00Z,1,2020-08-24T11:51:00Z,200
false,,163523,74EE102E-53B8-4290-AC5A-9DEBBBD6238F,1,23,4,,163880|Hotel W Barcelona / Parking Novabocana|Pla\u00e7a de la Rosa Dels Vents|Barcelona|8039|210|41.368544|2.188275| +34 93 295 28 00|0,235120|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",50,2020-08-24T11:48:00Z,1,2020-08-24T11:48:00Z,200
false,,163519,D4CCA5A5-E6AE-4F8C-98FB-31795F25730B,1,23,4,,163876|Gran Hotel Don Manuel Caceres|Calle San Justo|Caceres|10003|210|39.477644|-6.371765|+34 927 24 25 24|0,235116|30|50|2|17|20|2,2,"2 Tesla Connectors, up to 17kW.Available to the public. Please see valet.",50,2020-08-24T11:45:00Z,1,2020-08-24T11:45:00Z,200
false,,163515,5363C2F2-2E85-47E0-857A-F4554BA9FA1D,1,23,4,,163872|El Corte Ingles Centro Comercial Pozuelo|El Corte Ingles Centro Comercial Pozuelo|28224|210|40.462721|-3.806132|+34 917 08 92 00|0,235112|30|50|2|11|20|4,4,"4 Tesla Connectors, up to 11kW.Available for customers. Self park.",50,2020-08-24T11:42:00Z,1,2020-08-24T11:42:00Z,200
false,,163514,C54703EE-0CC2-4FA1-829B-51568286915B,1,23,4,,163871|Bonasport Club Esportiu|Calle Vista Bella|Barcelona|8022|210|41.411186|2.129539|+34 932 54 15 00|0,235111|30|50|2|17|20|1,1,"1 Tesla Connector, up to 17kW.Available for customers. Please call ahead.",50,2020-08-24T11:41:00Z,1,2020-08-24T11:41:00Z,200
false,,163510,A53F279C-B6CE-4351-8F05-B0E71310E4FF,1,23,4,,163867|Supermercados Costablanca|Cam\u00ed de la Mar|Alicante|3580|210|38.579178|-0.093634| +34 965 88 8508|0,235107|30|50|2|22|20|1,1,"1 Tesla Connector, up to 22kW.Available to the public. Self park.",50,2020-08-24T11:38:00Z,1,2020-08-24T11:38:00Z,200
false,,163501,926221C6-F162-48AB-9EBC-C21BF69A123F,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,163858|Jerez Supercharger|Ronda Aurora Boreal|Cadiz|11408|210|36.692378|-6.160246|0,235098|27|50|3|120|30|4,4,"Charging4 Superchargers, available 24/7, up to 150kW",50,2020-08-24T11:32:00Z,1,2020-08-24T11:32:00Z,200
false,,163495,185833E5-D4AD-4E85-8128-C5756B6DCA86,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,163852|Tordesillas Supercharger|KM 147 Ctra. Burgos Salamanca|Tordesillas|47100|210|41.515993|-4.943107|0,235092|27|50|3|120|30|8,8,"Charging8 superchargers, available 24/7, up to 150kW",50,2020-08-24T11:28:00Z,1,2020-08-24T11:27:00Z,200
false,,163484,D86F6BA9-9524-4BA9-A741-BCACE5E4B2AC,1,23,4,,163841|Sha Wellness Clinic|Calle Verderol|Albir|3581|210|38.559818|-0.07438| +34 966 811 199|0,235081|30|50|2|17|20|1,1,"1 Tesla Connector, up to 17kW.Available for customers. Please see front desk.",50,2020-08-24T11:22:00Z,1,2020-08-24T11:22:00Z,200
false,,163480,736A2F23-05D3-45A9-A6CC-72695F0B8BBF,1,23,4,\u20ac0.29/kWh; Otras tarifas posibles para los coches antiguos,163837|Getafe Supercharger|23 Av. Ada Lovelace Getafe|Getafe|28906|210|40.29037|-3.69629|0,235077|27|50|3|120|30|8,8,"Charging8 Superchargers, available 24/7, up to 150kW",50,2020-08-24T11:20:00Z,1,2020-08-24T11:20:00Z,200
